cond,utt_id,speaker,wer,sub,del,ins,cer,hyp
cosyvoice3,4077-13751-0002,4077,0.0,0.0,0.0,0.0,0.0,instead of but six regularly affiliated members and at most two score of adherents the organization numbers to-day many hundred thousand souls
real,4077-13754-0009,4077,0.1428571428571428,0.0952380952380952,0.0476190476190476,0.0,0.0168067226890756,"At the inception of plural marriage among the Latter-day Saints, there was no law, national or state, against its practice."
f5tts,4077-13754-0009,4077,0.1428571428571428,0.0952380952380952,0.0476190476190476,0.0,0.0168067226890756,At the inception of plural marriage among the latter-day saints there was no law national or state against its practice.
xtts,4077-13754-0009,4077,0.1428571428571428,0.0952380952380952,0.0476190476190476,0.0,0.0168067226890756,At the inception of plural marriage among the latter-day saints  there was no law national or state against its practice.
chatterbox,4077-13754-0009,4077,0.1428571428571428,0.0952380952380952,0.0476190476190476,0.0,0.0168067226890756,at the inception of plural marriage among the latter-day saints there was no law national or state against its practice
indextts,4077-13754-0009,4077,0.1428571428571428,0.0952380952380952,0.0476190476190476,0.0,0.0168067226890756,"At the inception of plural marriage among the latter-day saints, there was no law national or state against its practice."
cosyvoice3,4077-13754-0009,4077,0.1428571428571428,0.0952380952380952,0.0476190476190476,0.0,0.0168067226890756,at the inception of plural marriage among the latter-day saints there was no law national or state against its practice
real,4077-13751-0001,4077,0.0,0.0,0.0,0.0,0.0,"Its origin was small, a germ, an insignificant seed, hardly to be thought of as likely to arouse opposition."
f5tts,4077-13751-0001,4077,0.0526315789473684,0.0526315789473684,0.0,0.0,0.0096153846153846,Its origin was small a germ and insignificant seed hardly to be thought of as likely to arouse opposition.
xtts,4077-13751-0001,4077,0.0,0.0,0.0,0.0,0.0,"Its origin was small a germ, an insignificant seed, hardly to be thought of as likely to arouse opposition."
chatterbox,4077-13751-0001,4077,0.0526315789473684,0.0526315789473684,0.0,0.0,0.0096153846153846,its origin was small a germ and insignificant seed hardly to be thought of as likely to arouse opposition
indextts,4077-13751-0001,4077,0.0526315789473684,0.0526315789473684,0.0,0.0,0.0096153846153846,"Its origin was small, a germ and insignificant seed hardly to be thought of as likely to arouse opposition."
cosyvoice3,4077-13751-0001,4077,0.0526315789473684,0.0526315789473684,0.0,0.0,0.0096153846153846,"Its origin was small, a germ and insignificant seed, hardly to be thought of as likely to arouse opposition."
real,4077-13751-0013,4077,0.0,0.0,0.0,0.0,0.0,Their sufferings have never yet been fitly chronicled by human scribe.
f5tts,4077-13751-0013,4077,0.0,0.0,0.0,0.0,0.0,Their sufferings have never yet been fitly chronicled by human scribe.
xtts,4077-13751-0013,4077,0.0,0.0,0.0,0.0,0.0,Their sufferings have never yet been fitly chronicled by human scribe.
chatterbox,4077-13751-0013,4077,0.0,0.0,0.0,0.0,0.0,Their sufferings have never yet been fitly chronicled by human scribe.
indextts,4077-13751-0013,4077,0.0,0.0,0.0,0.0,0.0,Their sufferings have never yet been fitly chronicled by human scribe.
cosyvoice3,4077-13751-0013,4077,0.0,0.0,0.0,0.0,0.0,Their sufferings have never yet been fitly chronicled by human scribe.
real,2094-142345-0049,2094,0.1176470588235294,0.1176470588235294,0.0,0.0,0.0609756097560975,no sir he isn't he's gone to rossiter to see mr west the factor about the wool
f5tts,2094-142345-0049,2094,0.1176470588235294,0.1176470588235294,0.0,0.0,0.0609756097560975,"No, sir, he isn't. He's gone to Rossiter to see Mr. West, the factor about the wool."
xtts,2094-142345-0049,2094,0.1176470588235294,0.1176470588235294,0.0,0.0,0.0609756097560975,"No, sir, he isn't. He's gone to Rossiter to see Mr. West the Factor about the wool."
chatterbox,2094-142345-0049,2094,0.1764705882352941,0.1764705882352941,0.0,0.0,0.0853658536585365,"No, sir, he isn't. He's gone to Rossiter to see Mr. West, the factor, abest the wool."
indextts,2094-142345-0049,2094,0.2352941176470588,0.1764705882352941,0.0,0.0588235294117647,0.0975609756097561,"No, sir, he isn't. He has gone to Rossiter to see Mr. West, the factor about the wool."
cosyvoice3,2094-142345-0049,2094,0.1176470588235294,0.1176470588235294,0.0,0.0,0.0609756097560975,"No, sir, he isn't. He's gone to Rossiter to see Mr. West the Factor about the wool."
real,2094-142345-0044,2094,0.2857142857142857,0.2857142857142857,0.0,0.0,0.108695652173913,"said Mr. Irwin, with his stately cordiality."
f5tts,2094-142345-0044,2094,0.2857142857142857,0.2857142857142857,0.0,0.0,0.1521739130434782,said Mr. Rewind with his stately cordiality.
xtts,2094-142345-0044,2094,0.1428571428571428,0.1428571428571428,0.0,0.0,0.0869565217391304,said Mr. Irwine with his stately cordiality.
chatterbox,2094-142345-0044,2094,0.1428571428571428,0.1428571428571428,0.0,0.0,0.0869565217391304,said Mr. Irwine with his stately cordiality.
indextts,2094-142345-0044,2094,0.1428571428571428,0.1428571428571428,0.0,0.0,0.0869565217391304,said Mr. Irwine with his stately cordiality.
cosyvoice3,2094-142345-0044,2094,0.2857142857142857,0.2857142857142857,0.0,0.0,0.108695652173913,said Mr. Irwin with his stately cordiality.
real,2094-142345-0036,2094,0.0,0.0,0.0,0.0,0.0,nay dear aunt you never heard me say that all people are called to forsake their work and their families
f5tts,2094-142345-0036,2094,0.0,0.0,0.0,0.0,0.0,Nay dear aunt you never heard me say that all people are called to forsake their work and their families
xtts,2094-142345-0036,2094,0.0,0.0,0.0,0.0,0.0,"Nay, dear aunt, you never heard me say that all people are called to forsake their work and their families."
chatterbox,2094-142345-0036,2094,0.0,0.0,0.0,0.0,0.0,"Nay, dear aunt, you never heard me say that all people are called to forsake their work and their families."
indextts,2094-142345-0036,2094,0.0,0.0,0.0,0.0,0.0,"Nay, dear aunt, you never heard me say that all people are called to forsake their work and their families."
cosyvoice3,2094-142345-0036,2094,0.0,0.0,0.0,0.0,0.0,"Nay, dear aunt, you never heard me say that all people are called to forsake their work and their families."
real,2094-142345-0032,2094,0.0,0.0,0.0,0.0,0.0,I often heard her talk of you in the same sort of way.
f5tts,2094-142345-0032,2094,0.0,0.0,0.0,0.0,0.0,I often heard her talk of you in the same sort of way.
xtts,2094-142345-0032,2094,0.0,0.0,0.0,0.0,0.0,I often heard her talk of you in the same sort of way.
chatterbox,2094-142345-0032,2094,0.0,0.0,0.0,0.0,0.0,I often heard her talk of you in the same sort of way.
indextts,2094-142345-0032,2094,0.0,0.0,0.0,0.0,0.0,I often heard her talk of you in the same sort of way.
cosyvoice3,2094-142345-0032,2094,0.0,0.0,0.0,0.0,0.0,I often heard her talk of you in the same sort of way.
real,2094-142345-0018,2094,0.0,0.0,0.0,0.0,0.0,"Who taught you to scrub a floor, I should like to know?"
f5tts,2094-142345-0018,2094,0.0,0.0,0.0,0.0,0.0,Who taught you to scrub a floor? I should like to know
xtts,2094-142345-0018,2094,0.0,0.0,0.0,0.0,0.0,Who taught you to scrub a floor?  I should like to know.
chatterbox,2094-142345-0018,2094,0.0,0.0,0.0,0.0,0.0,"Who taught you to scrub a floor, I should like to know?"
indextts,2094-142345-0018,2094,0.0,0.0,0.0,0.0,0.0,who taught you to scrub a floor I should like to know.
cosyvoice3,2094-142345-0018,2094,0.1666666666666666,0.1666666666666666,0.0,0.0,0.0377358490566037,"""'Who taught you to scrub a floor, I should like to know?'"
real,2094-142345-0023,2094,0.2105263157894736,0.1052631578947368,0.0526315789473684,0.0526315789473684,0.0689655172413793,You are a rarin' for sitting down to your work a little while after it's time to put by.
f5tts,2094-142345-0023,2094,0.0,0.0,0.0,0.0,0.0,You're a rare un for sitting down to your work a little while after it's time to put by.
xtts,2094-142345-0023,2094,0.0526315789473684,0.0526315789473684,0.0,0.0,0.0229885057471264,You're a rare hunt for sitting down to your work a little while after it's time to put by.
chatterbox,2094-142345-0023,2094,0.0,0.0,0.0,0.0,0.0,You're a rare un for sitting down to your work a little while after it's time to put  by.
indextts,2094-142345-0023,2094,0.1052631578947368,0.0526315789473684,0.0,0.0526315789473684,0.0229885057471264,You're a rare un for sitting down to your work a little while after it is time to put by.
cosyvoice3,2094-142345-0023,2094,0.0526315789473684,0.0526315789473684,0.0,0.0,0.0229885057471264,You're a rare one for sitting down to your work a little while after it's time to put by.
real,2094-142345-0058,2094,0.0666666666666666,0.0666666666666666,0.0,0.0,0.0555555555555555,By the by I've never seen your dairy. I must see your dairy mrs. Poyser
f5tts,2094-142345-0058,2094,0.0666666666666666,0.0666666666666666,0.0,0.0,0.0555555555555555,"By the by, I've never seen your dairy. I must see your dairy, Mrs. Poyser."
xtts,2094-142345-0058,2094,0.0666666666666666,0.0666666666666666,0.0,0.0,0.0555555555555555,"By the by, I've never seen your dairy.  I must see your dairy, Mrs. Poyser."
chatterbox,2094-142345-0058,2094,0.0666666666666666,0.0666666666666666,0.0,0.0,0.0555555555555555,"By the by, I've never seen your dairy. I must see your dairy, Mrs. Poyser."
indextts,2094-142345-0058,2094,0.0666666666666666,0.0666666666666666,0.0,0.0,0.0555555555555555,"By the by, I've never seen your dairy.  I must see your dairy, Mrs. Poyser."
cosyvoice3,2094-142345-0058,2094,0.0666666666666666,0.0666666666666666,0.0,0.0,0.0555555555555555,"By the by, I've never seen your dairy.  I must see your dairy, Mrs. Poyser."
real,2094-142345-0056,2094,0.0,0.0,0.0,0.0,0.0,I think I should be doing you a service to turn you out of such a place.
f5tts,2094-142345-0056,2094,0.0,0.0,0.0,0.0,0.0,I think I should be doing you a service to turn you out of such a place.
xtts,2094-142345-0056,2094,0.0,0.0,0.0,0.0,0.0,I think I should be doing you a service to turn you out of such a place.
chatterbox,2094-142345-0056,2094,0.0,0.0,0.0,0.0,0.0,I think I should be doing you a service to turn you out of such a place.
indextts,2094-142345-0056,2094,0.0,0.0,0.0,0.0,0.0,I think I should be doing you a service to turn you out of such a place.
cosyvoice3,2094-142345-0056,2094,0.0588235294117647,0.0588235294117647,0.0,0.0,0.028169014084507,I think I should be doing you a service to churn you out of such a place.
real,2094-142345-0039,2094,0.2,0.1,0.0,0.1,0.0560747663551401,I have strong assurance that no evil will happen to you and my uncle and the children  from anything I have done.
f5tts,2094-142345-0039,2094,0.1,0.05,0.0,0.05,0.02803738317757,I have strong assurance that no evil will happen to you and my uncle and the children from anything I've done.
xtts,2094-142345-0039,2094,0.0,0.0,0.0,0.0,0.0,I've strong assurance that no evil will happen to you and my uncle and the children from anything I've done.
chatterbox,2094-142345-0039,2094,0.0,0.0,0.0,0.0,0.0,I've strong assurance that no evil will happen to you and my uncle and the children from anything I've done.
indextts,2094-142345-0039,2094,0.0,0.0,0.0,0.0,0.0,"I've strong assurance that no evil will happen to you,  and my uncle and the children from anything I've done."
cosyvoice3,2094-142345-0039,2094,0.1,0.05,0.0,0.05,0.02803738317757,I have strong assurance that no evil will happen to you and my uncle and the children from anything I've done.
real,8230-279154-0026,8230,0.0,0.0,0.0,0.0,0.0,"This distinction is vital to the understanding of memory, but it is not so easy to carry out in practice as it is to draw in theory."
f5tts,8230-279154-0026,8230,0.0,0.0,0.0,0.0,0.0,this distinction is vital to the understanding of memory but it is not so easy to carry out in practice as it is to draw in theory
xtts,8230-279154-0026,8230,0.0,0.0,0.0,0.0,0.0,"This distinction is vital to the understanding of memory, but it is not so easy to carry out in practice as it is to draw in theory."
chatterbox,8230-279154-0026,8230,0.0,0.0,0.0,0.0,0.0,"This distinction is vital to the understanding of memory, but it is not so easy to carry out in practice as it is to draw in theory."
indextts,8230-279154-0026,8230,0.0,0.0,0.0,0.0,0.0,this distinction is vital to the understanding of memory but it is not so easy to carry out in practice as it is to draw in theory
cosyvoice3,8230-279154-0026,8230,0.0,0.0,0.0,0.0,0.0,"This distinction is vital to the understanding of memory, but it is not so easy to carry out in practice as it is to draw in theory."
real,8230-279154-0011,8230,0.0,0.0,0.0,0.0,0.0,"Some images, like some sensations, feel very familiar, while others feel strange."
f5tts,8230-279154-0011,8230,0.0,0.0,0.0,0.0,0.0,"Some images like some sensations feel very familiar, while others feel strange."
xtts,8230-279154-0011,8230,0.0,0.0,0.0,0.0,0.0,"Some images, like some sensations, feel very familiar, while others feel strange."
chatterbox,8230-279154-0011,8230,0.0,0.0,0.0,0.0,0.0,"Some images, like some sensations, feel very familiar while others feel strange."
indextts,8230-279154-0011,8230,0.0,0.0,0.0,0.0,0.0,"Some images, like some sensations, feel very familiar while others feel strange."
cosyvoice3,8230-279154-0011,8230,0.0,0.0,0.0,0.0,0.0,"Some images, like some sensations, feel very familiar while others feel strange."
real,8230-279154-0000,8230,0.0,0.0,0.0,0.0,0.0,"The analysis of knowledge will occupy us until the end of the thirteenth lecture, and is the most difficult part of our whole enterprise."
f5tts,8230-279154-0000,8230,0.0833333333333333,0.0,0.0,0.0833333333333333,0.074074074074074,the analysis of knowledge will occupy us until the end of the thirteenth lecture and is the most difficult part of our whole enterprise  Thank you.
xtts,8230-279154-0000,8230,0.0,0.0,0.0,0.0,0.0,The analysis of knowledge will occupy us until the end of the thirteenth lecture and is the  most difficult part of our whole enterprise.
chatterbox,8230-279154-0000,8230,0.0416666666666666,0.0416666666666666,0.0,0.0,0.0592592592592592,The analysis of knowledge will occupy us until the end of the 13th lecture  and is the most difficult part of our whole enterprise.
indextts,8230-279154-0000,8230,0.0,0.0,0.0,0.0,0.0,The analysis of knowledge will occupy us until the end of the thirteenth lecture and is the  most difficult part of our whole enterprise.
cosyvoice3,8230-279154-0000,8230,0.0416666666666666,0.0416666666666666,0.0,0.0,0.0592592592592592,The analysis of knowledge will occupy us until the end of the 13th lecture and is the most difficult part of our whole enterprise.
real,8230-279154-0021,8230,0.0,0.0,0.0,0.0,0.0,Remembering has to be a present occurrence in some way resembling or related to what is remembered.
f5tts,8230-279154-0021,8230,0.0,0.0,0.0,0.0,0.0,Remembering has to be a present occurrence in some way resembling or related to what is remembered.
xtts,8230-279154-0021,8230,0.0,0.0,0.0,0.0,0.0,Remembering has to be a present occurrence in some way resembling or related to what is remembered.
chatterbox,8230-279154-0021,8230,0.0,0.0,0.0,0.0,0.0,Remembering has to be a present occurrence in some way resembling or related to what is remembered.
indextts,8230-279154-0021,8230,0.0,0.0,0.0,0.0,0.0,remembering has to be a present occurrence in some way resembling or related to what is remembered
cosyvoice3,8230-279154-0021,8230,0.0,0.0,0.0,0.0,0.0,Remembering has to be a present occurrence in some way resembling or related to what is remembered.
real,8230-279154-0032,8230,0.0,0.0,0.0,0.0,0.0,It is this that is of interest to theory of knowledge.
f5tts,8230-279154-0032,8230,0.0,0.0,0.0,0.0,0.0,It is this that is of interest to theory of knowledge.
xtts,8230-279154-0032,8230,0.0,0.0,0.0,0.0,0.0,It is this that is of interest to theory of knowledge.
chatterbox,8230-279154-0032,8230,0.0,0.0,0.0,0.0,0.0,It is this that is of interest to theory of knowledge.
indextts,8230-279154-0032,8230,0.0,0.0,0.0,0.0,0.0,it is this that is of interest to theory of knowledge
cosyvoice3,8230-279154-0032,8230,0.0,0.0,0.0,0.0,0.0,it is this that is of interest to theory of knowledge
real,8230-279154-0039,8230,0.0,0.0,0.0,0.0,0.0,"This knowledge is memory in one sense, though in another it is not."
f5tts,8230-279154-0039,8230,0.0,0.0,0.0,0.0,0.0,"This knowledge is memory, in one sense though, in another it is not."
xtts,8230-279154-0039,8230,0.0,0.0,0.0,0.0,0.0,"This knowledge is memory, in one sense, though in another it is not."
chatterbox,8230-279154-0039,8230,0.0,0.0,0.0,0.0,0.0,"This knowledge is memory in one sense, though, in another it is not."
indextts,8230-279154-0039,8230,0.0,0.0,0.0,0.0,0.0,"This knowledge is memory in one sense, though, in another it is not."
cosyvoice3,8230-279154-0039,8230,0.0,0.0,0.0,0.0,0.0,"This knowledge is memory in one sense, though in another it is not."
real,8230-279154-0023,8230,0.0,0.0,0.0,0.0,0.0,"In this case, as in most others, what may be taken as certain in advance is rather vague."
f5tts,8230-279154-0023,8230,0.0,0.0,0.0,0.0,0.0,"In this case, as in most others, what may be taken as certain in advance is rather vague."
xtts,8230-279154-0023,8230,0.0,0.0,0.0,0.0,0.0,"In this case, as in most others, what may be taken as certain in advance is rather vague."
chatterbox,8230-279154-0023,8230,0.0,0.0,0.0,0.0,0.0,"In this case, as in most others, what may be taken as certain in advance is rather vague."
indextts,8230-279154-0023,8230,0.0,0.0,0.0,0.0,0.0,"In this case, as in most others, what may be taken as certain in advance is rather vague."
cosyvoice3,8230-279154-0023,8230,0.0,0.0,0.0,0.0,0.0,"In this case, as in most others, what may be taken as certain in advance is rather vague."
real,8230-279154-0036,8230,0.0,0.0,0.0,0.0,0.0,A further stage is recognition.
f5tts,8230-279154-0036,8230,0.0,0.0,0.0,0.0,0.0,A further stage is recognition.
xtts,8230-279154-0036,8230,0.0,0.0,0.0,0.0,0.0,A further stage is recognition.
chatterbox,8230-279154-0036,8230,0.0,0.0,0.0,0.0,0.0,A further stage is recognition.
indextts,8230-279154-0036,8230,0.0,0.0,0.0,0.0,0.0,A further stage is recognition.
cosyvoice3,8230-279154-0036,8230,0.0,0.0,0.0,0.0,0.0,A further stage is recognition.
real,8230-279154-0008,8230,0.0,0.0,0.0,0.0,0.0,But I do not think such an inference is warranted.
f5tts,8230-279154-0008,8230,0.0,0.0,0.0,0.0,0.0,But I do not think such an inference is warranted.
xtts,8230-279154-0008,8230,0.0,0.0,0.0,0.0,0.0,but I do not think such an inference is warranted.
chatterbox,8230-279154-0008,8230,0.0,0.0,0.0,0.0,0.0,But I do not think such an inference is warranted.
indextts,8230-279154-0008,8230,0.0,0.0,0.0,0.0,0.0,but I do not think such an inference is warranted.
cosyvoice3,8230-279154-0008,8230,0.0,0.0,0.0,0.0,0.0,But I do not think such an inference is warranted.
real,8230-279154-0012,8230,0.0,0.0,0.0,0.0,0.0,familiarity is a feeling capable of degrees
f5tts,8230-279154-0012,8230,0.0,0.0,0.0,0.0,0.0,Familiarity is a feeling capable of degrees.
xtts,8230-279154-0012,8230,0.0,0.0,0.0,0.0,0.0,Familiarity is a feeling capable of degrees.
chatterbox,8230-279154-0012,8230,0.0,0.0,0.0,0.0,0.0,Familiarity is a feeling capable of degrees.
indextts,8230-279154-0012,8230,0.0,0.0,0.0,0.0,0.0,Familiarity is a feeling capable of degrees.
cosyvoice3,8230-279154-0012,8230,0.0,0.0,0.0,0.0,0.0,"Familiarity is a feeling capable of degrees,"
real,1221-135766-0007,1221,0.0476190476190476,0.0,0.0,0.0476190476190476,0.0338983050847457,hester prynne nevertheless the loving mother of this one child ran little risk of erring on the side of undue severity  you
f5tts,1221-135766-0007,1221,0.0,0.0,0.0,0.0,0.0,hester prynne nevertheless the loving mother of this one child ran little risk of erring on the side of undue severity
xtts,1221-135766-0007,1221,0.0,0.0,0.0,0.0,0.0,"Hester Prynne, nevertheless, the loving mother of this one child,  ran little risk of erring on the side, of undue severity,"
chatterbox,1221-135766-0007,1221,0.0,0.0,0.0,0.0,0.0,hester prynne nevertheless the loving mother of this one child ran little risk of erring on the side of undue severity
indextts,1221-135766-0007,1221,0.0,0.0,0.0,0.0,0.0,"Hester Prynne, nevertheless, the loving mother of this one child, ran little risk of erring  on the side of undue severity."
cosyvoice3,1221-135766-0007,1221,0.0,0.0,0.0,0.0,0.0,"Hester Prynne, nevertheless, the loving mother of this one child,  ran little risk of erring on the side of undue severity."
real,1221-135766-0002,1221,0.0,0.0,0.0,0.0,0.0,Yet these thoughts affected Hester Prynne less with hope than apprehension.
f5tts,1221-135766-0002,1221,0.0,0.0,0.0,0.0,0.0,Yet these thoughts affected Hester Prynne less with hope than apprehension.
xtts,1221-135766-0002,1221,0.0,0.0,0.0,0.0,0.0,Yet these thoughts affected Hester Prynne less with hope than apprehension.
chatterbox,1221-135766-0002,1221,0.0,0.0,0.0,0.0,0.0,Yet these thoughts affected Hester Prynne less with hope than apprehension.
indextts,1221-135766-0002,1221,0.0,0.0,0.0,0.0,0.0,Yet these thoughts affected Hester Prynne less with hope than apprehension.
cosyvoice3,1221-135766-0002,1221,0.0,0.0,0.0,0.0,0.0,Yet these thoughts affected Hester Prynne less with hope than apprehension.
real,1221-135767-0008,1221,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0465116279069767,"""'Come, therefore, and let us fling mud at them.'"
f5tts,1221-135767-0008,1221,0.0,0.0,0.0,0.0,0.0,"Come, therefore, and let us fling mud at them."
xtts,1221-135767-0008,1221,0.0,0.0,0.0,0.0,0.0,"Come therefore, and let us fling mud at them."
chatterbox,1221-135767-0008,1221,0.0,0.0,0.0,0.0,0.0,"Come, therefore, and let us fling mud at them."
indextts,1221-135767-0008,1221,0.0,0.0,0.0,0.0,0.0,"Come, therefore, and let us fling mud at them."
cosyvoice3,1221-135767-0008,1221,0.0,0.0,0.0,0.0,0.0,"Come, therefore, and let us fling mud at them."
real,1221-135766-0004,1221,0.0,0.0,0.0,0.0,0.0,"This outward mutability indicated, and did not more than fairly express, the various properties of her inner life."
f5tts,1221-135766-0004,1221,0.0,0.0,0.0,0.0,0.0,"This outward mutability indicated, and did not more than fairly express the various properties of her inner life."
xtts,1221-135766-0004,1221,0.0,0.0,0.0,0.0,0.0,"this outward mutability indicated, and did not more than fairly express the various properties  of her inner life."
chatterbox,1221-135766-0004,1221,0.0,0.0,0.0,0.0,0.0,"This outward mutability indicated, and did not more than fairly express, the various properties of her inner life."
indextts,1221-135766-0004,1221,0.0,0.0,0.0,0.0,0.0,"This outward mutability indicated, and did not more than fairly express, the various  properties of her inner life."
cosyvoice3,1221-135766-0004,1221,0.0,0.0,0.0,0.0,0.0,This outward mutability indicated and did not more than fairly express the various properties of her inner life.
real,1221-135767-0014,1221,0.05,0.05,0.0,0.0,0.0098039215686274,"Yea, his honorable worship is within, but he hath a godly minister or two with him, and likewise a leech."
f5tts,1221-135767-0014,1221,0.0,0.0,0.0,0.0,0.0,yea his honourable worship is within but he hath a godly minister or two with him and likewise a leech
xtts,1221-135767-0014,1221,0.0,0.0,0.0,0.0,0.0,"Yea, his honourable worship is within, but he hath a godly minister or two with him,  and likewise a leech."
chatterbox,1221-135767-0014,1221,0.05,0.05,0.0,0.0,0.0098039215686274,"Yea, his honorable worship is within, but he hath a godly minister or two with him,  and likewise a leech."
indextts,1221-135767-0014,1221,0.05,0.05,0.0,0.0,0.0098039215686274,"Yea, his honorable worship is within,  but he hath a godly minister or two with him,  and likewise a leech."
cosyvoice3,1221-135767-0014,1221,0.0,0.0,0.0,0.0,0.0,"Yea, his honourable worship is within, but he hath a godly minister or two with him,  and likewise a leech."
real,1221-135767-0019,1221,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0975609756097561,"""'Mother,' cried she, ""'I see you here. Look, look!'"
f5tts,1221-135767-0019,1221,0.0,0.0,0.0,0.0,0.0,"Mother cried she, I see you here, look, look."
xtts,1221-135767-0019,1221,0.0,0.0,0.0,0.0,0.0,"Mother cried she, I see you here look look."
chatterbox,1221-135767-0019,1221,0.0,0.0,0.0,0.0,0.0,"Mother cried,  She, I see you here, look, look!"
indextts,1221-135767-0019,1221,0.0,0.0,0.0,0.0,0.0,"Mother cried, she, I see you here, look, look."
cosyvoice3,1221-135767-0019,1221,0.0,0.0,0.0,0.0,0.0,"Mother, cried she, I see you here, look, look."
real,1221-135767-0005,1221,0.0,0.0,0.0,0.0,0.0,"It was the scarlet letter in another form, the scarlet letter endowed with life."
f5tts,1221-135767-0005,1221,0.0,0.0,0.0,0.0,0.0,"It was the scarlet letter, in another form the scarlet letter endowed with life."
xtts,1221-135767-0005,1221,0.0,0.0,0.0,0.0,0.0,"It was the scarlet letter in another form, the scarlet letter endowed with life."
chatterbox,1221-135767-0005,1221,0.0,0.0,0.0,0.0,0.0,"It was the scarlet letter in another form, the scarlet letter endowed with life."
indextts,1221-135767-0005,1221,0.0,0.0,0.0,0.0,0.0,"It was the scarlet letter in another form, the scarlet letter endowed with life."
cosyvoice3,1221-135767-0005,1221,0.0,0.0,0.0,0.0,0.0,"It was the scarlet letter in another form, the scarlet letter endowed with life."
real,1221-135767-0010,1221,0.0,0.0,0.0,0.0,0.0,she screamed and shouted too with a terrific volume of sound which doubtless caused the hearts of the fugitives to quake within them
f5tts,1221-135767-0010,1221,0.0,0.0,0.0,0.0,0.0,She screamed and shouted too with a terrific volume of sound which doubtless caused the hearts of the fugitives to quake within them.
xtts,1221-135767-0010,1221,0.0,0.0,0.0,0.0,0.0,"She screamed and shouted, too, with a terrific volume of sound, which doubtless caused the  hearts of the fugitives to quake within them."
chatterbox,1221-135767-0010,1221,0.0,0.0,0.0,0.0,0.0,"She screamed and shouted, too, with a terrific volume of sound, which doubtless caused the  hearts of the fugitives to quake within them."
indextts,1221-135767-0010,1221,0.0,0.0,0.0,0.0,0.0,"She screamed and shouted, too, with a terrific volume of sound which doubtless caused the  hearts of the fugitives to quake within them."
cosyvoice3,1221-135767-0010,1221,0.0,0.0,0.0,0.0,0.0,she screamed and shouted too with a terrific volume of sound which doubtless caused the hearts of the fugitives to quake within them
real,1221-135767-0020,1221,0.0,0.0,0.0,0.0,0.0,"In truth, she seemed absolutely hidden behind it."
f5tts,1221-135767-0020,1221,0.0,0.0,0.0,0.0,0.0,"In truth, she seemed absolutely hidden behind it."
xtts,1221-135767-0020,1221,0.0,0.0,0.0,0.0,0.0,In truth she seemed absolutely hidden behind it.
chatterbox,1221-135767-0020,1221,0.0,0.0,0.0,0.0,0.0,"In truth, she seemed absolutely hidden behind it."
indextts,1221-135767-0020,1221,0.0,0.0,0.0,0.0,0.0,In truth she seemed absolutely hidden behind it.
cosyvoice3,1221-135767-0020,1221,0.0,0.0,0.0,0.0,0.0,"In truth, she seemed absolutely hidden behind it."
real,1221-135766-0014,1221,0.0,0.0,0.0,0.0,0.0,"Pearl saw and gazed intently, but never sought to make acquaintance."
f5tts,1221-135766-0014,1221,0.0,0.0,0.0,0.0,0.0,"Pearl saw and gazed intently, but never sought to make acquaintance."
xtts,1221-135766-0014,1221,0.0,0.0,0.0,0.0,0.0,"Pearl saw and gazed intently, but never sought to make acquaintance."
chatterbox,1221-135766-0014,1221,0.0,0.0,0.0,0.0,0.0,"Pearl saw and gazed intently, but never sought to make acquaintance."
indextts,1221-135766-0014,1221,0.0,0.0,0.0,0.0,0.0,"Pearl saw and gazed intently, but never sought to make acquaintance."
cosyvoice3,1221-135766-0014,1221,0.0,0.0,0.0,0.0,0.0,"Pearl saw and gazed intently, but never sought to make acquaintance."
real,7729-102255-0039,7729,0.0,0.0,0.0,0.0,0.0,the inmates being removed at the appointed hour a few cannon balls were fired through the stone walls
f5tts,7729-102255-0039,7729,0.1111111111111111,0.0555555555555555,0.0555555555555555,0.0,0.0099009900990099,"The inmates being removed at the appointed hour, a few cannonballs were fired through the stone walls."
xtts,7729-102255-0039,7729,0.1111111111111111,0.0555555555555555,0.0555555555555555,0.0,0.0099009900990099,"the inmates being removed at the appointed hour, a few cannonballs were fired through the stone walls."
chatterbox,7729-102255-0039,7729,0.1111111111111111,0.0555555555555555,0.0555555555555555,0.0,0.0099009900990099,"The inmates being removed at the appointed hour, a few cannonballs were fired through the stone walls."
indextts,7729-102255-0039,7729,0.1111111111111111,0.0555555555555555,0.0555555555555555,0.0,0.0099009900990099,"The inmates being removed at the appointed hour, a few cannonballs were fired through the stone walls."
cosyvoice3,7729-102255-0039,7729,0.1111111111111111,0.0555555555555555,0.0555555555555555,0.0,0.0099009900990099,"The inmates being removed at the appointed hour, a few cannonballs were fired through the stone walls."
real,7729-102255-0001,7729,0.3333333333333333,0.0,0.3333333333333333,0.0,0.4,"This was at the March election, 1855."
f5tts,7729-102255-0001,7729,0.3333333333333333,0.0,0.3333333333333333,0.0,0.4,"This was at the March election, 1855."
xtts,7729-102255-0001,7729,0.3333333333333333,0.1111111111111111,0.2222222222222222,0.0,0.36,"This was at the March election, 1855 star."
chatterbox,7729-102255-0001,7729,0.3333333333333333,0.0,0.3333333333333333,0.0,0.4,This was at the March election 1855.
indextts,7729-102255-0001,7729,0.3333333333333333,0.0,0.3333333333333333,0.0,0.4,"This was at the March election, 1855."
